label,exclusion_set,seed,axis,test_isolation,test_cross_mean,test_seen_lipid_share,test_protein_isolation,test_protein_cross_mean,test_block_proteins,test_train_proteins,protein_descriptors,valid_isolation,valid_cross_mean,valid_seen_lipid_share,valid_protein_isolation,train_rows,valid_rows,test_rows,test_positives,test_positive_rate,test_proteins,train_positives,test_block_structures,test_train_structures,TP,FP,TN,FN,balanced_accuracy,F1,TP_share,FP_share,TN_share,FN_share
bbp_dcs_smd_fa_nps_chemadv_dpt01_gm_plm64_hid64_ep120,groups_GLTP,1,double_coldsplit,0.6923654675483704,0.3697913885116577,0.0,0.7114846758916042,0.4235199654501848,2,33,"pocket_volume_per_sasa,pocket_elongation,pocket_flatness,buriedness_q50,apolar_sasa_share,aromatic_share,hydropathy_rim,ev28_q10,aromatic_share_rim,depth_q10,hydropathy_core,ev14_q10,hydropathy_mean,pocket_extent",0.7026354670524597,0.35342323780059814,0.0,0.7114846758916042,1713,48,46,23,0.5,2,571,94,1118,1.0,3.0,31.0,32.0,0.471034,0.054054,0.014925373134328358,0.04477611940298507,0.4626865671641791,0.47761194029850745
bbp_dcs_smd_fa_nps_chemadv_dpt01_gm_plm64_hid64_ep120,groups_GLTP,0,double_coldsplit,0.7016840577125549,0.3574310541152954,0.0,0.7114846758916042,0.4235199654501848,2,33,"pocket_volume_per_sasa,pocket_elongation,pocket_flatness,buriedness_q50,apolar_sasa_share,aromatic_share,hydropathy_rim,ev28_q10,aromatic_share_rim,depth_q10,hydropathy_core,ev14_q10,hydropathy_mean,pocket_extent",0.7017865777015686,0.354512482881546,0.0,0.7114846758916042,1713,48,46,23,0.5,2,571,85,1118,13.0,17.0,17.0,20.0,0.44697,0.412698,0.19402985074626866,0.2537313432835821,0.2537313432835821,0.29850746268656714
bbp_dcs_smd_fa_nps_chemadv_dpt01_gm_plm64_hid64_ep120,groups_START,1,double_coldsplit,0.7886762022972107,0.5051023364067078,0.0,0.7875839060596919,0.45287611186964016,3,30,"pocket_volume_per_sasa,pocket_elongation,pocket_flatness,buriedness_q50,apolar_sasa_share,aromatic_share,hydropathy_rim,ev28_q10,aromatic_share_rim,depth_q10,hydropathy_core,ev14_q10,hydropathy_mean,pocket_extent",0.7923375368118286,0.5075991749763489,0.0,0.7875839060596919,1059,116,117,55,0.4700854700854701,3,353,587,465,55.0,20.0,181.0,89.0,0.641221,0.502283,0.15942028985507245,0.057971014492753624,0.5246376811594203,0.2579710144927536
bbp_dcs_smd_fa_nps_chemadv_dpt01_gm_plm64_hid64_ep120,groups_START,0,double_coldsplit,0.7919806838035583,0.5070051550865173,0.0,0.7875839060596919,0.45287611186964016,3,30,"pocket_volume_per_sasa,pocket_elongation,pocket_flatness,buriedness_q50,apolar_sasa_share,aromatic_share,hydropathy_rim,ev28_q10,aromatic_share_rim,depth_q10,hydropathy_core,ev14_q10,hydropathy_mean,pocket_extent",0.7886091470718384,0.5031343698501587,0.0,0.7875839060596919,1059,116,117,55,0.4700854700854701,3,353,601,465,45.0,41.0,164.0,95.0,0.560714,0.39823,0.13043478260869565,0.11884057971014493,0.4753623188405797,0.2753623188405797
bbp_dcs_smd_fa_nps_chemadv_dpt01_gm_plm64_hid64_ep120,groups_LBP_BPI_CETP,1,double_coldsplit,0.79254150390625,0.4973534047603607,0.0,0.7623111940352378,0.44145857860106397,2,28,"pocket_volume_per_sasa,pocket_elongation,pocket_flatness,buriedness_q50,apolar_sasa_share,aromatic_share,hydropathy_rim,ev28_q10,aromatic_share_rim,depth_q10,hydropathy_core,ev14_q10,hydropathy_mean,pocket_extent",0.7954893708229065,0.49604105949401855,0.0,0.7623111940352378,1164,71,70,23,0.32857142857142857,2,388,469,435,87.0,48.0,139.0,49.0,0.691511,0.642066,0.2693498452012384,0.14860681114551083,0.43034055727554177,0.15170278637770898
bbp_dcs_smd_fa_nps_chemadv_dpt01_gm_plm64_hid64_ep120,groups_lipocalin,1,double_coldsplit,0.7926064729690552,0.5029802918434143,0.0,0.6766998159137416,0.3673031575757044,8,21,"pocket_volume_per_sasa,pocket_elongation,pocket_flatness,buriedness_q50,apolar_sasa_share,aromatic_share,hydropathy_rim,ev28_q10,aromatic_share_rim,depth_q10,hydropathy_core,ev14_q10,hydropathy_mean,pocket_extent",0.785979151725769,0.5006834864616394,0.0,0.7244575551645184,981,108,108,36,0.3333333333333333,8,327,471,466,81.0,51.0,202.0,89.0,0.637445,0.536424,0.19148936170212766,0.12056737588652482,0.47754137115839246,0.21040189125295508
bbp_dcs_smd_fa_nps_chemadv_dpt01_gm_plm64_hid64_ep120,groups_IP_trans,1,double_coldsplit,0.7927776575088501,0.49966710805892944,0.0,0.6479859994938734,0.3418692877412127,3,29,"pocket_volume_per_sasa,pocket_elongation,pocket_flatness,buriedness_q50,apolar_sasa_share,aromatic_share,hydropathy_rim,ev28_q10,aromatic_share_rim,depth_q10,hydropathy_core,ev14_q10,hydropathy_mean,pocket_extent",0.7895536422729492,0.495665043592453,0.0,0.6479859994938734,1089,71,70,23,0.32857142857142857,3,363,518,435,52.0,64.0,144.0,97.0,0.52065,0.392453,0.14565826330532214,0.1792717086834734,0.40336134453781514,0.27170868347338933
bbp_dcs_smd_fa_nps_chemadv_dpt01_gm_plm64_hid64_ep120,groups_IP_trans,0,double_coldsplit,0.7937148809432983,0.4956369698047638,0.0,0.6479859994938734,0.3418692877412127,3,29,"pocket_volume_per_sasa,pocket_elongation,pocket_flatness,buriedness_q50,apolar_sasa_share,aromatic_share,hydropathy_rim,ev28_q10,aromatic_share_rim,depth_q10,hydropathy_core,ev14_q10,hydropathy_mean,pocket_extent",0.7918747067451477,0.49544763565063477,0.0,0.6479859994938734,1089,71,70,23,0.32857142857142857,3,363,516,435,90.0,81.0,127.0,59.0,0.607302,0.5625,0.25210084033613445,0.226890756302521,0.3557422969187675,0.16526610644257703
bbp_dcs_smd_fa_nps_chemadv_dpt01_gm_plm64_hid64_ep120,groups_lipocalin,0,double_coldsplit,0.796167254447937,0.5073956251144409,0.0,0.7163305238212603,0.3894216464668479,8,21,"pocket_volume_per_sasa,pocket_elongation,pocket_flatness,buriedness_q50,apolar_sasa_share,aromatic_share,hydropathy_rim,ev28_q10,aromatic_share_rim,depth_q10,hydropathy_core,ev14_q10,hydropathy_mean,pocket_extent",0.7908207178115845,0.5060223340988159,0.0,0.6870262190204902,981,108,108,36,0.3333333333333333,8,327,574,466,84.0,88.0,172.0,79.0,0.588438,0.501493,0.19858156028368795,0.20803782505910165,0.4066193853427896,0.1867612293144208
bbp_dcs_smd_fa_nps_chemadv_dpt01_gm_plm64_hid64_ep120,groups_CRAL-TRIO,1,double_coldsplit,0.7966333031654358,0.5315373539924622,0.0,0.7041516665508666,0.3887972059162622,6,24,"pocket_volume_per_sasa,pocket_elongation,pocket_flatness,buriedness_q50,apolar_sasa_share,aromatic_share,hydropathy_rim,ev28_q10,aromatic_share_rim,depth_q10,hydropathy_core,ev14_q10,hydropathy_mean,pocket_extent",0.797379732131958,0.5325154066085815,0.0,0.7041516665508666,1077,112,110,63,0.5727272727272728,6,359,212,976,93.0,52.0,81.0,55.0,0.6187,0.634812,0.3309608540925267,0.18505338078291814,0.28825622775800713,0.19572953736654805
